Name,Absolute Magnitude,Est Dia in KM(min),Est Dia in KM(max),Relative Velocity km per sec,Orbit Uncertainity,Minimum Orbit Intersection,Orbital Period,Hazardous
3102756,22.7,0.0766575574,0.1714115092,9.1766070158,2,.00385218,320.8136523206951,False
3736203,21.7,0.1214940408,0.2716689341,5.843494083,7,.135627,632.5297346650788,False
3423200,22.0,0.1058168859,0.2366137501,17.1210318275,8,.000320917,950.1958048399462,False
3170231,21.6,0.1272198785,0.2844722965,14.6614532789,0,.0212139,438.7768808682202,True
3370284,18.8,0.4619074603,1.0328564805,28.0971772626,1,.35414,718.3028451205977,False
3398088,24.8,0.0291443905,0.0651688382,5.0863936568,6,.0147691,339.8194676489028,False
3429819,21.8,0.1160259082,0.2594418179,7.1171079669,2,.040166,691.4556092733211,True
3674340,20.5,0.2111324448,0.4721064988,24.1487992939,1,.214787,540.7320158128302,False
3645088,21.2,0.1529519353,0.3420109247,24.2157295152,6,.0772905,917.692997113462,False
2367390,19.1,0.4023045798,0.8995803882,12.3548435594,0,.135843,623.0737751962168,False
3175328,21.4,0.1394938229,0.3119176705,15.9881174683,2,.0781464,380.2650420305567,False
3248972,24.5,0.0334622374,0.0748238376,17.020663135,7,.00450092,494.5178115400231,False
3423199,21.7,0.1214940408,0.2716689341,5.6271920679,5,.1645,1133.865977071774,False
3607480,21.6,0.1272198785,0.2844722965,7.284100758,0,.177335,1443.109302379406,False
3721991,19.3,0.3669061375,0.8204270649,15.1445590348,4,.142426,847.0439291449493,False
3726446,27.0,0.0105816886,0.023661375,8.811197602,6,.0110021,511.4838094803323,False
3581669,21.9,0.1108038821,0.2477650126,33.64869915,2,.0127502,316.8658860139521,True
3423604,21.6,0.1272198785,0.2844722965,21.247415061,9,.163593,692.03320336314,False
3425607,24.2,0.0384197891,0.0859092601,8.3151037208,7,.0326047,1585.332823726421,False
3426412,22.5,0.0840533402,0.1879489824,10.2548752916,8,.0352612,588.230430899971,False
2035107,16.7,1.214940408,2.7166893409,7.8375023945,0,.0260101,443.055591076174,True
2428694,19.4,0.3503926411,0.7835017643,21.2035414508,0,.0575551,740.443103603469,False
3314048,24.2,0.0384197891,0.0859092601,5.8678899274,6,.0274085,380.8973216999961,False
3409964,20.8,0.1838886721,0.411187571,8.4843896778,2,.0497576,394.1587791697582,True
3423024,22.1,0.1010543415,0.2259643771,15.5050590803,1,.00753605,579.1263230694385,True
3725154,22.4,0.0880146521,0.1968067451,6.939030077,5,.176799,1275.900549574725,False
3424289,21.3,0.1460679643,0.3266178974,23.1923140366,9,.0657722,929.9285546755926,False
3426409,25.5,0.0211132445,0.0472106499,11.8522841714,8,.0198165,871.2898246881217,False
3275974,26.5,0.0133215567,0.0297879063,6.2111060298,7,.0218128,531.6707336820732,False
3279865,21.3,0.1460679643,0.3266178974,6.896069696,0,.081858,1111.119500729811,False
3363422,20.5,0.2111324448,0.4721064988,22.6323105811,1,.0533667,698.2094691370245,False
3426411,23.3,0.058150704,0.130028927,6.9015931022,6,.0660612,1288.708357003745,False
3648542,24.8,0.0291443905,0.0651688382,6.7749691072,7,.0827022,604.0389134585969,False
2365014,20.2,0.2424124811,0.5420507863,11.6229811149,1,.0320976,391.7308012403853,True
2446791,18.3,0.5815070396,1.30028927,18.5531144328,0,.0271242,1223.117125999148,True
3388355,21.5,0.1332155667,0.2978790628,7.1886172875,3,.158216,396.1321172314168,False
3589591,23.9,0.04411182,0.0986370281,8.4416160412,4,.0180031,349.8669444758215,False
3605760,20.8,0.1838886721,0.411187571,24.8050944567,2,.110815,310.4149454332835,False
3646915,29.4,0.0035039264,0.0078350176,14.245672212,7,.00141455,895.9513530802529,False
3741151,28.5,0.0053034072,0.0118587791,8.2978771291,6,.000101844,286.4109158552822,False
3430405,20.5,0.2111324448,0.4721064988,12.2863790135,7,.340542,1210.506443926403,False
2066063,18.1,0.6376097899,1.4257388333,33.0308864444,0,.0920815,360.3193506060588,False
2420738,20.8,0.1838886721,0.411187571,16.4687142653,0,.0913441,360.0748698792846,False
2424392,21.9,0.1108038821,0.2477650126,6.2719709373,0,.0509947,423.6178069981287,False
2446924,20.2,0.2424124811,0.5420507863,12.3835528163,0,.0876138,279.9477327383738,False
3407946,20.8,0.1838886721,0.411187571,17.0807392049,1,.200319,671.2747175383291,False
3467147,24.6,0.0319561887,0.0714562102,14.4292622608,8,.00496676,395.5750828348411,False
3555015,23.5,0.0530340723,0.1185877909,8.8352492809,5,.0582266,347.4614975463704,False
3426810,24.4,0.0350392641,0.0783501764,6.133122815,8,.0738452,895.5840331804251,False
3427740,23.7,0.0483676488,0.1081533507,7.0014396433,6,.0920719,1685.114875227761,False
3092291,18.9,0.4411182,0.9863702813,18.3106887283,0,.0793615,975.0304949067066,False
3454530,23.1,0.063760979,0.1425738833,9.6618730167,8,.0551248,443.5683426191887,False
2469356,18.8,0.4619074603,1.0328564805,18.3107447027,0,.0790874,975.4742979860225,False
3430492,23.8,0.046190746,0.1032856481,8.4085085026,2,.0777859,418.1175038696484,False
3430308,21.0,0.1677084622,0.3750075218,24.6513053179,9,.0882685,897.3605868704693,False
3435543,21.9,0.1108038821,0.2477650126,2.2356712204,6,.295033,1416.604922557959,False
3648641,21.6,0.1272198785,0.2844722965,19.8924744763,7,.19623,615.0820433862001,False
3448962,24.6,0.0319561887,0.0714562102,4.7127523398,6,.0826242,374.5261154600507,False
3693145,23.0,0.0667659413,0.1492931834,23.8419039144,7,.00505815,739.6509885868275,False
3430385,26.2,0.0152951935,0.0342010925,10.6026139779,8,.0173054,966.2241181044772,False
3438957,20.3,0.2315021222,0.5176544822,4.3781561254,5,.291503,1716.300745317802,False
3561032,21.2,0.1529519353,0.3420109247,15.4231321574,8,.38331,666.3323015242801,False
2286079,19.2,0.3841978911,0.8590926012,17.4257411113,0,.148978,317.7529084638715,False
3438960,21.1,0.160160338,0.358129403,21.5054014656,8,.00433264,1202.826934347849,True
3455742,22.5,0.0840533402,0.1879489824,18.4818830308,8,.0710415,345.9227521786956,False
3736807,27.4,0.0088014652,0.0196806745,7.8587781759,6,.0034944,363.1592142120169,False
3256321,22.1,0.1010543415,0.2259643771,25.9120773593,0,.0119901,237.7606640819511,False
3427734,18.902,0.4407121022,0.9854622189,5.8005093069,0,.289785,1656.800909728495,False
3092375,21.5,0.1332155667,0.2978790628,16.6213027924,7,.135999,644.8862120664743,False
3432678,32.1,0.0010105434,0.0022596438,18.1358141206,9,1.16032E-5,1303.673637248525,False
3434370,24.0,0.0421264611,0.0941976306,14.4700549057,9,.165211,635.4769129920275,False
3609842,22.5,0.0840533402,0.1879489824,4.3895179957,6,.239511,1473.409541851463,False
2190491,20.9,0.1756123185,0.3926810818,5.0353066753,0,.0548807,553.3285589238509,False
3614398,25.5,0.0211132445,0.0472106499,16.8045395273,1,.0112491,369.3943637179813,False
2478784,25.5,0.0211132445,0.0472106499,16.8045280418,1,.0115803,369.3537716324088,False
2307493,18.6,0.5064714588,1.1325046106,16.0754249753,0,.0519705,1094.783043389358,False
3430408,20.0,0.2658,0.5943468684,13.1629593477,1,.0587775,945.4271349703938,False
3655395,26.2,0.0152951935,0.0342010925,3.993831477,7,.0164897,303.8551065761371,False
3733933,27.7,0.0076657557,0.0171411509,18.0383598152,6,.0145851,287.0096366874427,False
3433062,25.4,0.022108281,0.0494356193,4.0793210042,8,.0705162,538.0436078655758,False
3439808,25.4,0.022108281,0.0494356193,10.199337608,9,.0546869,761.5873809163825,False
3441128,23.4,0.0555334912,0.1241766613,7.5666473906,9,.0544977,1001.629488742778,False
3550308,28.3,0.0058150704,0.0130028927,16.3565947411,7,.000696734,760.6532959558687,False
2003360,15.9,1.7561231848,3.9268108181,35.2243520122,0,.107145,1414.629497859209,False
2164202,20.8,0.1838886721,0.411187571,9.6670362631,0,.0241636,358.8360814924976,True
3347493,25.3,0.0231502122,0.0517654482,5.0179429159,5,.0253681,357.2211149896775,False
3566465,23.0,0.0667659413,0.1492931834,13.13108167,8,.0653132,369.5202201040738,False
3460325,23.7,0.0483676488,0.1081533507,5.936848043,6,.0388615,448.9072789825821,False
3437790,24.4,0.0350392641,0.0783501764,10.6129274065,8,.0108651,919.4877723613877,False
3441126,21.4,0.1394938229,0.3119176705,13.9601708809,7,.00897711,1340.528052583412,True
2085236,18.6,0.5064714588,1.1325046106,13.4257571493,0,.00118835,500.6783310112152,True
2386454,20.0,0.2658,0.5943468684,36.4496780819,0,.00475006,493.5395323230591,True
3618806,25.3,0.0231502122,0.0517654482,7.1020374817,7,.0329025,489.440134534627,False
3733941,20.7,0.1925550782,0.4305662442,16.2963937166,5,.317633,2556.24214161887,False
3429846,20.8,0.1838886721,0.411187571,8.9205056054,0,.10312,914.3909044014853,False
3552575,22.8,0.0732073989,0.1636967205,7.7365064806,2,.114154,369.965410677445,False
3619158,26.0,0.0167708462,0.0375007522,14.0997499381,7,.0494207,479.2390745995835,False
3669052,26.9,0.0110803882,0.0247765013,10.6730017399,5,.00167933,420.6787606603158,False
3696305,24.7,0.0305179233,0.0682401509,13.353029391,6,.0391788,316.278465944123,False
2190135,17.2,0.9650614696,2.1579430484,16.7107373679,0,.078411,1047.068522295903,False
2420262,20.1,0.2538370294,0.5675968529,8.9433265155,0,.114573,730.2985829850173,False
3264323,21.4,0.1394938229,0.3119176705,10.382055792,1,.0629519,370.7093776019544,False
3666685,26.3,0.0146067964,0.0326617897,15.3228072481,3,.0126631,232.028363845172,False
3725757,25.7,0.0192555078,0.0430566244,5.3994762576,4,.00399468,433.2028320476712,False
3441820,20.9,0.1756123185,0.3926810818,14.4311159417,7,.00171125,758.6482719200682,True
3441845,24.0,0.0421264611,0.0941976306,7.8925283822,7,.0592928,1297.99780195573,False
2162004,18.2,0.6089126221,1.3615700154,15.9124655978,0,.0578928,307.0898465041557,False
2309214,20.4,0.2210828104,0.4943561926,7.6707617709,1,.0847619,354.7167319101019,False
3442842,20.0,0.2658,0.5943468684,25.7241832259,0,.0949834,1442.747355955846,False
3621619,23.2,0.0608912622,0.1361570015,14.710838883,1,.132872,489.5072974261843,False
3624059,24.2,0.0384197891,0.0859092601,19.5622660241,7,.0220494,203.991749243783,False
3680251,21.5,0.1332155667,0.2978790628,17.3148693638,4,.168508,1078.832875377944,False
3739389,24.7,0.0305179233,0.0682401509,14.1053281528,8,.0118074,283.4948675818506,False
2455184,20.8,0.1838886721,0.411187571,12.66809995,0,.0352052,278.6821085797503,True
3102762,24.1,0.040230458,0.0899580388,11.0727091623,0,.012946,361.1807278371487,False
3555016,22.4,0.0880146521,0.1968067451,14.4272040036,1,.0474905,358.0346967127308,False
3738544,23.2,0.0608912622,0.1361570015,18.9117991853,7,.0945389,235.8343636565311,False
3102731,23.3,0.058150704,0.130028927,21.2791415928,7,.0498147,281.6012442163776,False
2359170,20.0,0.2658,0.5943468684,14.9717151568,1,.035022,701.4196249432101,True
3102756,22.7,0.0766575574,0.1714115092,7.8595045617,2,.00385218,320.8136523206951,False
3351221,25.5,0.0211132445,0.0472106499,4.9749028621,6,.0438304,704.0241684642746,False
3367831,20.9,0.1756123185,0.3926810818,16.780783763,6,.256523,756.4470323802517,False
3552666,20.0,0.2658,0.5943468684,23.8902071736,1,.257202,707.9530762299738,False
3484926,26.1,0.0160160338,0.0358129403,9.8072308182,7,.0488941,374.3881279995126,False
3739076,20.2,0.2424124811,0.5420507863,18.389065005,1,.195581,631.2793602939656,False
3740044,25.4,0.022108281,0.0494356193,19.9196850873,7,.0741559,321.6003082625484,False
3445071,27.3,0.0092162655,0.0206081961,6.9390988003,7,.000837519,679.2175541294389,False
2234145,21.3,0.1460679643,0.3266178974,8.3330271045,0,.0105299,331.6348042617517,True
3063789,23.9,0.04411182,0.0986370281,27.2106369125,6,.0129264,314.1523864062842,False
3443812,21.4,0.1394938229,0.3119176705,6.8236672868,5,.270112,1901.11697667186,False
3742055,25.0,0.02658,0.0594346868,21.6902441302,7,.0166649,857.8569977130385,False
3742128,22.2,0.096506147,0.2157943048,24.2172338908,7,.0181889,629.8260916908905,False
3445599,26.8,0.0116025908,0.0259441818,9.6432687293,8,.0186686,1178.258971274131,False
3445627,22.9,0.0699125232,0.1563291544,10.2041234989,9,.246563,621.8133803234684,False
2206359,18.2,0.6089126221,1.3615700154,17.0654111852,0,.378174,876.4381485797527,False
3172322,24.5,0.0334622374,0.0748238376,5.1178701586,7,.0215237,303.6487143582023,False
3444296,22.8,0.0732073989,0.1636967205,12.7958658646,8,.0493577,409.9439455847065,False
3556962,26.3,0.0146067964,0.0326617897,13.7619856667,8,.00386438,731.9284647043587,False
3648767,23.2,0.0608912622,0.1361570015,22.053007574,7,.256883,306.0589206271064,False
3772993,27.197,0.0096639567,0.0216092642,9.0250907091,6,.00223976,357.8420270713033,False
3454730,20.7,0.1925550782,0.4305662442,12.2628030086,7,.256945,1598.097886698392,False
3557537,22.9,0.0699125232,0.1563291544,10.9258235298,8,.180713,719.1618221476768,False
3352549,21.9,0.1108038821,0.2477650126,18.0794214947,1,.0234636,755.7149455274648,True
3444372,25.3,0.0231502122,0.0517654482,4.4840845191,6,.0260372,372.1315978975369,False
3508133,23.3,0.058150704,0.130028927,12.3028667007,2,.012463,378.4847526925599,False
3763102,25.2,0.0242412481,0.0542050786,2.2318434504,3,.00691327,587.4991945869748,False
3443811,21.8,0.1160259082,0.2594418179,12.4225108355,7,.0110233,1436.446880207564,True
2309662,19.8,0.2914439045,0.6516883822,9.3898393033,1,.138726,355.0818816030042,False
2455594,18.0,0.6676594135,1.4929318344,37.9367522992,0,.0908576,852.0779633208997,False
3426791,22.6,0.0802703167,0.1794898848,5.4209165905,3,.0693628,400.7322753824732,False
3508109,24.5,0.0334622374,0.0748238376,6.1950723405,7,.00435573,379.5818635558108,False
3661498,22.4,0.0880146521,0.1968067451,19.8614466725,6,.0770734,449.6669567812764,False
3712627,25.6,0.0201629919,0.0450858206,14.0872878741,7,.0145225,548.485796996617,False
3714538,20.5,0.2111324448,0.4721064988,14.6334289964,3,.342825,428.1955059945262,False
3449132,27.9,0.0069912523,0.0156329154,10.6714588439,8,.000347682,460.8292674671663,False
3451019,21.5,0.1332155667,0.2978790628,10.4847055689,2,.197251,392.8110806665456,False
3589714,24.9,0.0278326768,0.0622357573,11.7761405919,4,.0152911,1073.955069882846,False
3746491,22.0,0.1058168859,0.2366137501,8.866094221,5,.153985,841.3658715135223,False
3454525,25.7,0.0192555078,0.0430566244,6.6887132612,8,.0363903,910.4314913575968,False
3454895,25.5,0.0211132445,0.0472106499,13.3212324764,8,.00928086,1136.698009157808,False
2014402,18.6,0.5064714588,1.1325046106,9.8874898263,0,.103511,820.6845374318887,False
3582084,23.4,0.0555334912,0.1241766613,14.8012872585,8,.066461,534.8694039615282,False
3455135,25.3,0.0231502122,0.0517654482,8.1631661171,8,.0586828,1067.50287955296,False
2299582,18.0,0.6676594135,1.4929318344,14.1472529164,0,.125466,535.4915117006888,False
3177232,26.0,0.0167708462,0.0375007522,25.3905559151,6,.010158,300.813014370986,False
3392302,22.2,0.096506147,0.2157943048,7.9503390272,2,.12965,350.0923018012116,False
3445443,18.0,0.6676594135,1.4929318344,27.3429198433,0,.273964,1462.359824115195,False
3514892,23.8,0.046190746,0.1032856481,13.1872476038,8,.00750919,384.2026778500806,False
3720888,21.6,0.1272198785,0.2844722965,17.95549659,4,.20749,413.7496645647441,False
2481918,18.1,0.6376097899,1.4257388333,27.3429025829,0,.274009,1462.592649295973,False
3457389,22.7,0.0766575574,0.1714115092,12.7538349167,8,.0747455,718.0927712092177,False
2008507,17.2,0.9650614696,2.1579430484,29.9018188698,0,.219636,800.3734554736299,False
3754328,22.0,0.1058168859,0.2366137501,8.0557290044,6,.0993757,420.0576488159323,False
3398095,19.6,0.3195618867,0.7145621017,12.974175602,2,.108834,388.6896158760526,False
3748335,28.9,0.004411182,0.0098637028,16.8150379542,7,.000551947,533.1537945864953,False
2085774,19.2,0.3841978911,0.8590926012,7.3508042692,0,.0371195,607.4380812320602,True
3449084,18.7,0.4836764882,1.0815335068,11.2232983388,0,.142668,418.8770146815846,False
3451789,21.3,0.1460679643,0.3266178974,12.1807889268,0,.00157437,1474.246419537318,True
2484795,18.7,0.4836764882,1.0815335068,11.2233020706,0,.143378,418.8297261094652,False
2016834,15.7,1.9255507819,4.3056624424,12.7109917106,0,.145493,649.6281840143431,False
2168044,19.0,0.4212646106,0.9419763057,22.6797166036,1,.202092,354.8947824461515,False
2278381,21.9,0.1108038821,0.2477650126,7.34862898,1,.0696759,378.0243228676466,False
3560920,21.0,0.1677084622,0.3750075218,18.8566192443,7,.0818263,721.7186388448574,False
3602621,22.5,0.0840533402,0.1879489824,12.7794646587,0,.0531143,1106.03296984192,False
3695411,24.8,0.0291443905,0.0651688382,9.8171954115,6,.000330703,470.9606254692622,False
2380476,19.4,0.3503926411,0.7835017643,15.2605424647,0,.227586,455.0582594446171,False
3012392,25.5,0.0211132445,0.0472106499,15.0156229488,3,.00242328,500.0113431826317,False
3775095,26.526,0.0131630029,0.0294333692,21.7486670364,6,.00101526,600.7417684410353,False
3410474,21.0,0.1677084622,0.3750075218,23.808933245,2,.164167,377.4031965581878,False
3461232,21.8,0.1160259082,0.2594418179,9.9570673983,8,.0645713,527.1912933984238,False
3549694,20.0,0.2658,0.5943468684,25.7560435151,7,.0205144,659.2257721420267,True
3752014,24.5,0.0334622374,0.0748238376,10.9213325608,7,.0370423,635.4205550386463,False
3460325,23.7,0.0483676488,0.1081533507,6.866674947,6,.0388615,448.9072789825821,False
3257080,20.4,0.2210828104,0.4943561926,17.8758297176,0,.0693033,583.6643391010064,False
3451790,21.8,0.1160259082,0.2594418179,9.7365383063,0,.0149534,653.7145997003474,True
3463161,22.0,0.1058168859,0.2366137501,2.1987775088,5,.10734,623.1410065520755,False
3713939,25.8,0.0183888672,0.0411187571,16.9745575277,7,.0222432,542.5181781684533,False
3127387,24.2,0.0384197891,0.0859092601,13.3207294962,7,.023228,423.2666448819089,False
3445544,24.6,0.0319561887,0.0714562102,5.3915319296,7,.0659485,308.0415608320432,False
3748472,26.9,0.0110803882,0.0247765013,4.4051220825,7,.0336951,366.4570190374504,False
3013655,19.2,0.3841978911,0.8590926012,15.6089013543,0,.107362,1000.502787683941,False
3364161,21.6,0.1272198785,0.2844722965,16.2273122399,8,.0573446,513.8650499599298,False
3566699,24.1,0.040230458,0.0899580388,22.1019282455,8,.0167161,190.8559585881112,False
3760958,22.4,0.0880146521,0.1968067451,5.4554670936,3,.0518773,493.5838485434683,False
3775156,20.151,0.2479447841,0.5544213918,19.5576442623,6,.144879,420.9375825063513,False
3462098,24.6,0.0319561887,0.0714562102,10.9509856428,9,.0299966,1368.189749567398,False
3548666,27.6,0.0080270317,0.0179489885,7.35570007,6,.00109712,389.1378168116618,False
3463079,21.7,0.1214940408,0.2716689341,16.1731543956,9,.04222,696.3021076035294,True
2418849,20.7,0.1925550782,0.4305662442,17.5999767779,0,.0357698,367.9981704913307,True
3283835,20.4,0.2210828104,0.4943561926,21.8716424832,0,.0538301,251.2562062352404,False
3536565,24.5,0.0334622374,0.0748238376,8.4253620477,7,.0506822,350.2113617380462,False
2469737,20.4,0.2210828104,0.4943561926,21.8716410394,0,.0539712,251.3000151466841,False
3753715,20.9,0.1756123185,0.3926810818,14.6248057131,0,.275138,855.0311545996973,False
2301844,19.6,0.3195618867,0.7145621017,11.8568447474,0,.0121492,768.667372455815,True
2457768,18.3,0.5815070396,1.30028927,16.944854527,0,.0105122,987.4230091047364,True
3283950,21.0,0.1677084622,0.3750075218,14.7798385655,1,.218349,296.0213511175548,False
2203471,19.4,0.3503926411,0.7835017643,21.0185736491,0,.0896683,289.0170297779612,False
3601407,22.2,0.096506147,0.2157943048,20.2452585054,5,.047481,1050.506496651725,False
3685808,19.7,0.3051792326,0.6824015094,25.2293443779,2,.0189675,583.4308607779016,True
3557529,25.1,0.0253837029,0.0567596853,15.1046403488,9,.0703475,422.3280128457978,False
3678609,27.0,0.0105816886,0.023661375,7.9083899725,7,.0299892,455.9360300549091,False
2022771,16.8,1.1602590821,2.5944181791,13.6445831464,0,.0627723,723.1557644873617,False
2055532,16.0,1.6770846216,3.750075218,34.7264753986,0,.337936,878.1580692310384,False
2309662,19.8,0.2914439045,0.6516883822,10.9414502303,1,.138726,355.0818816030042,False
3309476,22.3,0.0921626549,0.2060819612,5.9533898295,0,.0358424,528.9786888584373,False
3337325,20.0,0.2658,0.5943468684,29.8805072772,0,.0566735,285.0602275072862,False
3753721,20.3,0.2315021222,0.5176544822,18.9043437597,4,.152524,1286.291648291214,False
3684730,21.0,0.1677084622,0.3750075218,13.1508563385,3,.160257,293.5947911182117,False
3778084,24.507,0.0333545416,0.0745830224,11.2041379413,4,.000512888,308.9492974825624,False
2067381,19.8,0.2914439045,0.6516883822,27.2610332861,0,.0175048,554.2355287572093,True
2293726,22.6,0.0802703167,0.1794898848,6.3298088352,0,.0206457,724.5954472639381,False
3160727,20.0,0.2658,0.5943468684,9.8224765059,0,.143959,1109.743369545708,False
3395310,21.0,0.1677084622,0.3750075218,14.5809611481,6,.153882,405.7844969369991,False
3455100,21.3,0.1460679643,0.3266178974,12.1065419209,1,.00410468,487.996459846045,True
3464007,21.5,0.1332155667,0.2978790628,10.8909668413,4,.00556992,1317.880208775013,True
3465690,22.5,0.0840533402,0.1879489824,14.7078136732,7,.0216789,669.19073868148,False
3703077,24.7,0.0305179233,0.0682401509,6.8016907549,3,.0369175,442.6396322582534,False
2490354,21.3,0.1460679643,0.3266178974,12.1065419504,1,.00409967,488.0135592020421,True
2011066,15.2,2.424124811,5.4205078634,26.114916812,0,.118327,599.5372324153017,False
3288441,19.5,0.3346223745,0.7482383761,30.8864320278,0,.0439791,478.9668097479602,True
2347813,17.7,0.7665755735,1.7141150923,10.3326586142,0,.0826039,509.3337610385065,False
3465951,22.7,0.0766575574,0.1714115092,9.5615454179,7,.00669281,398.3267749349061,False
3602686,21.4,0.1394938229,0.3119176705,16.8856226438,0,.135517,1087.514623682526,False
3754386,19.8,0.2914439045,0.6516883822,15.6076895942,3,.0151958,520.2640293096432,True
3656925,21.7,0.1214940408,0.2716689341,10.4990634716,2,.0536154,492.146728878308,False
2311555,18.4,0.5553349116,1.2417666126,20.4027929196,1,.234728,760.7250128699328,False
3255174,25.7,0.0192555078,0.0430566244,17.6562389802,8,.0414616,231.4467321714387,False
3479138,18.6,0.5064714588,1.1325046106,9.2638047699,2,.40352,1349.120303094642,False
3755113,23.2,0.0608912622,0.1361570015,19.1845734293,7,.0516835,1266.106779302801,False
3767244,18.9,0.4411182,0.9863702813,34.7033350617,6,.14126,1415.361368147259,False
2420738,20.8,0.1838886721,0.411187571,14.2144809882,0,.0913441,360.0748698792846,False
3468431,23.9,0.04411182,0.0986370281,9.4936594903,7,.0124017,446.6204850252032,False
3520662,27.7,0.0076657557,0.0171411509,5.6840256012,5,.00375923,343.1313256474913,False
3699902,26.9,0.0110803882,0.0247765013,1.968980134,1,.0205717,455.7492376338204,False
3467261,22.1,0.1010543415,0.2259643771,13.9314267384,6,.150051,390.9176742630271,False
3467220,22.3,0.0921626549,0.2060819612,21.6095651267,9,.025199,826.4805171005605,False
3467316,24.5,0.0334622374,0.0748238376,8.6944315074,7,.0175829,904.1446413602599,False
3608620,23.6,0.0506471459,0.1132504611,13.43524873,7,.0861491,369.7799001578682,False
3703545,22.3,0.0921626549,0.2060819612,17.1496975667,3,.0661538,305.2213719357146,False
3760440,27.3,0.0092162655,0.0206081961,9.3060227792,6,.0237972,318.6600008614625,False
3768616,23.4,0.0555334912,0.1241766613,10.4378842076,7,.0103386,431.376311781204,False
2068216,16.5,1.332155667,2.978790628,12.3140589331,0,.0240976,553.6377399367116,True
3024696,20.5,0.2111324448,0.4721064988,8.8255468558,1,.151998,1223.482694827848,False
3428700,21.9,0.1108038821,0.2477650126,22.8134268773,6,.0777416,341.8569060064766,False
3467151,20.5,0.2111324448,0.4721064988,14.1481317234,6,.082506,1638.237079930567,False
3468526,23.4,0.0555334912,0.1241766613,7.1007615529,6,.0446183,874.7664995642162,False
3471219,27.3,0.0092162655,0.0206081961,15.2570704782,7,.00156239,827.7343768596332,False
3471140,22.3,0.0921626549,0.2060819612,11.215241792,0,.041028,546.6441967808555,False
3602839,24.2,0.0384197891,0.0859092601,12.7522832351,1,.000598705,357.7866979431142,False
3634154,26.3,0.0146067964,0.0326617897,13.0510337026,7,9.47932E-5,278.9987556491343,False
3758270,21.7,0.1214940408,0.2716689341,15.9435710326,6,.00642857,512.9417322745879,True
3767316,24.4,0.0350392641,0.0783501764,14.9364833798,6,.0911387,643.0448707193472,False
3471218,25.1,0.0253837029,0.0567596853,10.4232061527,7,.0291973,1300.349829307393,False
3471523,26.2,0.0152951935,0.0342010925,7.2586873404,9,.0617185,526.4974585873535,False
3472371,24.8,0.0291443905,0.0651688382,9.5590126506,9,.135812,647.7105639158012,False
3476130,18.6,0.5064714588,1.1325046106,37.6055971629,9,.184875,815.2990719662537,False
2232691,19.8,0.2914439045,0.6516883822,10.2788193156,0,.0318572,722.8490206561507,True
2277475,20.1,0.2538370294,0.5675968529,6.8343896747,0,.00370865,371.1055794638431,True
3435023,24.7,0.0305179233,0.0682401509,6.4650518933,3,.000342485,359.6289326988867,False
3458580,18.9,0.4411182,0.9863702813,18.9533491505,2,.200704,784.4307819921617,False
3467355,19.9,0.2783267681,0.6223575734,15.6098269784,2,.0436879,1042.771830134458,True
3471585,26.6,0.0127219879,0.0284472297,13.0843041421,7,.0242782,241.9354715022976,False
3472299,20.9,0.1756123185,0.3926810818,21.1385295287,8,.0142423,270.4850045386663,True
3484640,20.2,0.2424124811,0.5420507863,13.5136063026,6,.1433,1748.710606085112,False
3611402,23.9,0.04411182,0.0986370281,21.2052459556,7,.0740514,280.6230984176455,False
3617713,26.9,0.0110803882,0.0247765013,8.6501447359,6,.00190346,360.3860636105049,False
3468527,23.6,0.0506471459,0.1132504611,9.9403819675,7,.0672121,355.141259983995,False
3471657,26.1,0.0160160338,0.0358129403,13.6881887652,8,.0137262,1534.743861965484,False
3634784,23.4,0.0555334912,0.1241766613,20.5169112278,8,.0150586,578.1764914192277,False
2141526,19.9,0.2783267681,0.6223575734,21.1414637695,1,.315195,373.0435262964753,False
2413563,17.6,0.8027031673,1.7948988478,11.9460406956,1,.196997,205.4409173237366,False
3433064,22.0,0.1058168859,0.2366137501,12.843060078,6,.135246,394.4742205146653,False
3693428,26.6,0.0127219879,0.0284472297,11.4071838496,0,.0140622,363.486021073438,False
3715435,23.9,0.04411182,0.0986370281,14.0482967922,6,.0381249,463.8101092675078,False
3734558,26.6,0.0127219879,0.0284472297,7.0338201988,7,.0343444,549.8707156699771,False
3759293,23.6,0.0506471459,0.1132504611,12.6402154262,6,.00828972,324.9404732467929,False
3478249,23.9,0.04411182,0.0986370281,20.3973709821,9,.000884494,1435.003338202923,False
2003753,15.6,2.0162991944,4.5085820617,24.8952080129,0,.0711992,364.020124249115,False
2416002,20.5,0.2111324448,0.4721064988,13.9267350318,0,.090748,298.966404488153,False
3437789,24.8,0.0291443905,0.0651688382,14.5992468928,8,.0354197,359.6091194891068,False
3477943,19.8,0.2914439045,0.6516883822,15.3403909497,6,.101322,985.106831024499,False
3604618,21.6,0.1272198785,0.2844722965,22.3221185033,7,.0402208,765.6857909504253,True
3736412,27.5,0.008405334,0.0187948982,5.1158212779,1,.0156394,365.7273750874498,False
3478253,25.0,0.02658,0.0594346868,9.6711906471,8,.0108385,1374.708320475866,False
2218017,19.6,0.3195618867,0.7145621017,8.4230586494,0,.105939,477.96117038843,False
3083026,19.2,0.3841978911,0.8590926012,3.3289284705,0,.170005,970.4108091755108,False
3409964,20.8,0.1838886721,0.411187571,7.3652616359,2,.0497576,394.1587791697582,True
